tas_nit_id,n_points,avg_distance_to_stop,min_distance_to_stop,max_distance_to_stop,nearest_stop_name,street_name,highway_type,center_lat,center_lon,walking_class
1014722257_3110265322_STOP310,1,192.7,192.7,192.7,Madurasa Tengah,Jalan Mohammad Toha,primary,-6.943570828629787,107.6077888051616,Sangat Dekat (<200m)
1014722257_3110265322_STOP593,7,102.95714285714287,22.3,222.9,Mohammad Toha Pelindung Hewan,Jalan Mohammad Toha,primary,-6.941857053428267,107.60721447648382,Sangat Dekat (<200m)
1014722257_5348770323_STOP22,3,75.0,25.5,124.8,Sekolah Ganesha,Jalan Mohammad Toha,primary,-6.939710724151748,107.60650891850442,Sangat Dekat (<200m)
1014722257_5348770323_STOP227,2,46.55,22.3,70.8,Muhammad Toha 1 (PT INTI A),Jalan Mohammad Toha,primary,-6.938626236848944,107.60620712323214,Sangat Dekat (<200m)
1014722257_5348770323_STOP593,1,79.2,79.2,79.2,Mohammad Toha Pelindung Hewan,Jalan Mohammad Toha,primary,-6.940569500000002,107.6067904,Sangat Dekat (<200m)
1014722265_11380591251_STOP30,3,85.33333333333333,39.5,132.6,Terminal Abdul Muis/Kebon Kalapa,Jalan Pungkur,secondary,-6.927448548351342,107.60660545711313,Sangat Dekat (<200m)
1014722265_1831360476_STOP29,6,166.95000000000002,113.4,255.3,SDN 020 Lengkong Besar,Jalan Pungkur,secondary,-6.930492735925341,107.61154026284548,Sangat Dekat (<200m)
1014722265_1831360476_STOP30,1,132.6,132.6,132.6,Terminal Abdul Muis/Kebon Kalapa,Jalan Pungkur,secondary,-6.927488900000006,107.6070558,Sangat Dekat (<200m)
1014722265_1831360476_STOP470,9,117.44444444444444,12.7,242.8,Pasundan,Jalan Pungkur,secondary,-6.9282496948183905,107.60906023731951,Sangat Dekat (<200m)
1014722585_1014722265_STOP30,2,136.7,130.4,143.0,Terminal Abdul Muis/Kebon Kalapa,Jalan Mohammad Toha,secondary,-6.928028025202861,107.60701025975342,Sangat Dekat (<200m)
1014722585_1014722265_STOP369,8,101.5875,13.0,192.7,SDN Moh. Toha,Jalan Mohammad Toha,secondary,-6.930278050351049,107.6068074176192,Sangat Dekat (<200m)
1014722585_29489136_STOP269,1,206.3,206.3,206.3,Jalan Ibu Inggit Garnasih,Jalan Ibu Inggit Ganarsih,secondary,-6.931731048821786,107.60575680815448,Dekat (200-400m)
1014722585_29489136_STOP369,2,193.75,192.7,194.8,SDN Moh. Toha,Jalan Ibu Inggit Ganarsih,secondary,-6.931821216422969,107.60642901572925,Sangat Dekat (<200m)
1014722585_29489138_STOP29,4,348.82500000000005,297.8,403.1,SDN 020 Lengkong Besar,Jalan Ibu Inggit Ganarsih,secondary,-6.932358081389717,107.61046276512903,Dekat (200-400m)
1014722585_29489138_STOP369,4,218.975,192.7,254.8,SDN Moh. Toha,Jalan Ibu Inggit Ganarsih,secondary,-6.931943856128842,107.60732496407417,Dekat (200-400m)
1014722585_29489138_STOP842,3,327.6666666666667,289.9,366.5,Ciateul,Jalan Ibu Inggit Ganarsih,secondary,-6.932153898879256,107.60889349706571,Dekat (200-400m)
1014722585_5355897677_STOP257,3,74.36666666666666,24.8,124.2,Taman Tegalega 3,Jalan Mohammad Toha,secondary,-6.935907000595297,107.60634900321081,Sangat Dekat (<200m)
1014722585_5355897677_STOP258,1,7.2,7.2,7.2,Pasar Tegalega,Jalan Mohammad Toha,secondary,-6.936807681919519,107.60627573729413,Sangat Dekat (<200m)
1014722585_5355897677_STOP369,1,192.7,192.7,192.7,SDN Moh. Toha,Jalan Mohammad Toha,secondary,-6.931851899999999,107.606653,Sangat Dekat (<200m)
1014722585_5355897677_STOP842,7,88.71428571428571,13.7,160.8,Ciateul,Jalan Mohammad Toha,secondary,-6.9336540403907305,107.60651631044038,Sangat Dekat (<200m)
1014722675_1014721714_STOP22,1,222.4,222.4,222.4,Sekolah Ganesha,Jalan Pelindung Hewan,tertiary,-6.939398376258386,107.60424816746004,Dekat (200-400m)
1014722675_1014721714_STOP226,4,165.95,127.0,211.5,Seberang Museum Sri Baduga,Jalan Pelindung Hewan,tertiary,-6.938617394362341,107.60347134217113,Sangat Dekat (<200m)
1014722675_11953687707_STOP226,1,127.0,127.0,127.0,Seberang Museum Sri Baduga,Jalan Inhoftank,secondary,-6.9380461000000055,107.6031103,Sangat Dekat (<200m)
1014722675_11953687707_STOP607,1,100.9,100.9,100.9,P Hostel,Jalan Inhoftank,secondary,-6.937600842426203,107.60303483842856,Sangat Dekat (<200m)
1014722675_5353902941_STOP22,1,363.5,363.5,363.5,Sekolah Ganesha,Jalan Inhoftank,secondary,-6.940686035174594,107.6033677193038,Dekat (200-400m)
1014722675_5353902941_STOP226,4,251.225,127.0,338.8,Seberang Museum Sri Baduga,Jalan Inhoftank,secondary,-6.9393558766512005,107.60320366345307,Dekat (200-400m)
1014722675_5353902941_STOP607,2,180.5,157.8,203.2,P Hostel,Jalan Inhoftank,secondary,-6.938678274227864,107.6030569404056,Sangat Dekat (<200m)
10151612728_10151612729_STOP265,1,355.9,355.9,355.9,UNIKOM Pascasarjana,,primary_link,-6.882884900000007,107.61502950000002,Dekat (200-400m)
10151612728_12692455340_STOP265,2,332.04999999999995,308.2,355.9,UNIKOM Pascasarjana,Jalan Ir. H. Djuanda,primary,-6.883057192902735,107.61488332122967,Dekat (200-400m)
10151612729_10151612728_STOP265,1,360.0,360.0,360.0,UNIKOM Pascasarjana,,primary_link,-6.8828137000000025,107.6149531,Dekat (200-400m)
10151612729_1662376718_STOP265,2,384.25,360.0,408.5,UNIKOM Pascasarjana,Jalan Ir. H. Djuanda,primary,-6.882635060187399,107.61509146082942,Dekat (200-400m)
10151612729_1662376718_STOP591,2,344.3,320.6,368.0,Dago Asri A,Jalan Ir. H. Djuanda,primary,-6.8819127335512125,107.61563435099322,Dekat (200-400m)
10154700107_7715327378_STOP187,3,37.699999999999996,12.1,61.1,SPBU Ahmad Yani,Jalan Supratman,primary,-6.913010742297353,107.63401256192914,Sangat Dekat (<200m)
10154700107_7715327378_STOP512,1,21.5,21.5,21.5,SMPN 22 Bandung,Jalan Supratman,primary,-6.912234632059682,107.63354992661732,Sangat Dekat (<200m)
10154700107_7715327378_STOP633,1,15.0,15.0,15.0,Seberang SMP Negeri 22 Bandung,Jalan Supratman,primary,-6.911850840127615,107.63331133233604,Sangat Dekat (<200m)
10154700114_10154700107_STOP44,1,53.8,53.8,53.8,Simpang Supratman - Ahmad Yani,,primary_link,-6.913350800000004,107.6343563,Sangat Dekat (<200m)
10154700114_2520649220_STOP44,1,53.8,53.8,53.8,Simpang Supratman - Ahmad Yani,Jalan Supratman,primary,-6.913350800000004,107.6343563,Sangat Dekat (<200m)
10158095824_7179028074_STOP658,1,39.5,39.5,39.5,Simpang Naripan Sunda,Jalan Sunda,secondary,-6.9220817,107.6176603,Sangat Dekat (<200m)
10166777277_10166777280_STOP139,1,25.7,25.7,25.7,Jalan Haji Tatang Sumantri,Jalan Haji Tatang Sumantri,tertiary,-6.954909599999995,107.611406,Sangat Dekat (<200m)
10166777277_6428110632_STOP139,1,25.7,25.7,25.7,Jalan Haji Tatang Sumantri,Jalan Haji Tatang Sumantri,tertiary,-6.954909599999995,107.611406,Sangat Dekat (<200m)
10166777280_10166777277_STOP139,1,35.8,35.8,35.8,Jalan Haji Tatang Sumantri,Jalan Haji Tatang Sumantri,tertiary,-6.954968199999991,107.6112892,Sangat Dekat (<200m)
10166777280_5353902321_STOP139,4,100.6,35.8,162.5,Jalan Haji Tatang Sumantri,Jalan Haji Tatang Sumantri,tertiary,-6.955074869567697,107.61065572888202,Sangat Dekat (<200m)
10167417684_8418013666_STOP253,1,58.5,58.5,58.5,Simpang Laswi Gatot Subroto 1,Jalan Layang Laswi - Pelajar Pejuang 45,primary,-6.923156600000004,107.6285299,Sangat Dekat (<200m)
10167417684_9832971267_STOP252,2,44.25,20.5,68.0,Simpang Laswi Gatot Subroto 2,Jalan Layang Laswi - Pelajar Pejuang 45,primary,-6.924047291692577,107.62787230247375,Sangat Dekat (<200m)
10167417684_9832971267_STOP253,2,37.75,17.0,58.5,Simpang Laswi Gatot Subroto 1,Jalan Layang Laswi - Pelajar Pejuang 45,primary,-6.923306707843226,107.6283611403514,Sangat Dekat (<200m)
10167417684_9832971267_STOP435,4,127.275,86.7,180.4,Sumber Rasa,Jalan Layang Laswi - Pelajar Pejuang 45,primary,-6.92535581503696,107.62752366181925,Sangat Dekat (<200m)
10171739080_3269421803_STOP284,1,229.8,229.8,229.8,SMA Kartika,Jalan Taman Cibeunying Utara,tertiary,-6.907466664728298,107.62645866181973,Dekat (200-400m)
10171739080_3269421803_STOP665,1,119.0,119.0,119.0,Simpang Brantas Cihapit 1,Jalan Taman Cibeunying Utara,tertiary,-6.9061650000000006,107.6252185,Sangat Dekat (<200m)
10171739080_3269421803_STOP692,3,169.0,136.6,203.8,Simpang Brantas Cihapit 2,Jalan Taman Cibeunying Utara,tertiary,-6.906842275912195,107.62581687697646,Sangat Dekat (<200m)
10171739085_10171739080_STOP665,1,145.6,145.6,145.6,Simpang Brantas Cihapit 1,,tertiary_link,-6.905924599999994,107.6253534,Sangat Dekat (<200m)
10171739085_6461589822_STOP665,1,145.6,145.6,145.6,Simpang Brantas Cihapit 1,Jalan Ciliwung,tertiary,-6.905924599999994,107.6253534,Sangat Dekat (<200m)
10171865526_10171865531_STOP172,1,45.8,45.8,45.8,Pet Park,,tertiary_link,-6.904889600000007,107.6268835,Sangat Dekat (<200m)
10171865526_3269421786_STOP172,1,45.8,45.8,45.8,Pet Park,Jalan Cisangkuy,tertiary,-6.904889600000007,107.6268835,Sangat Dekat (<200m)
10171865526_7715289717_STOP172,1,45.8,45.8,45.8,Pet Park,,tertiary_link,-6.904889600000007,107.6268835,Sangat Dekat (<200m)
10171865531_11707030830_STOP172,2,87.55,67.1,108.0,Pet Park,Jalan Ciliwung,tertiary,-6.904894390421687,107.62724721338336,Sangat Dekat (<200m)
10171865531_11707030830_STOP73,2,44.349999999999994,23.9,64.8,Ciliwung,Jalan Ciliwung,tertiary,-6.904406250936841,107.62800817065211,Sangat Dekat (<200m)
10171865532_1849907162_STOP172,2,112.80000000000001,87.7,137.9,Pet Park,Jalan Cilaki,tertiary,-6.905322598076643,107.62737953067466,Sangat Dekat (<200m)
10171865532_1849907162_STOP174,2,46.15,28.0,64.3,SDN 062 Ciujung Bandung (Lapangan Supratman B),Jalan Cilaki,tertiary,-6.907141456300851,107.62932076332237,Sangat Dekat (<200m)
10171865532_1849907162_STOP555,3,113.36666666666667,82.6,149.6,Seberang Telkom Supratman,Jalan Cilaki,tertiary,-6.906239746196387,107.62864342998233,Sangat Dekat (<200m)
10171865532_1849907162_STOP73,1,175.4,175.4,175.4,Ciliwung,Jalan Cilaki,tertiary,-6.905634336135552,107.62797928563256,Sangat Dekat (<200m)
10171865532_1855697097_STOP172,1,87.7,87.7,87.7,Pet Park,Jalan Cilaki,tertiary,-6.905233,107.6271722,Sangat Dekat (<200m)
10171865536_10171865532_STOP172,1,76.5,76.5,76.5,Pet Park,,tertiary_link,-6.905049700000006,107.6271363,Sangat Dekat (<200m)
10171865536_3269421789_STOP172,1,76.5,76.5,76.5,Pet Park,Jalan Ciliwung,tertiary,-6.905049700000006,107.6271363,Sangat Dekat (<200m)
10173603853_25778195_STOP576,1,14.0,14.0,14.0,Seberang SMAN 20 Bandung,Jalan Citarum,tertiary,-6.904487800000005,107.6224963,Sangat Dekat (<200m)
10173603853_25778195_STOP806,2,46.15,21.3,71.0,SMA Negeri 20 Bandung,Jalan Citarum,tertiary,-6.903965406653709,107.62292837507422,Sangat Dekat (<200m)
10173603857_11382550192_STOP576,1,50.0,50.0,50.0,Seberang SMAN 20 Bandung,Jalan Taman Citarum,tertiary,-6.904534600000004,107.6221326,Sangat Dekat (<200m)
10173603857_1666747518_STOP576,2,56.3,50.0,62.6,Seberang SMAN 20 Bandung,,tertiary,-6.904754244748006,107.62215381700881,Sangat Dekat (<200m)
10173603859_7715326201_STOP576,2,57.7,37.6,77.8,Seberang SMAN 20 Bandung,Jalan Ciliwung,tertiary,-6.9050690857407675,107.62269666825094,Sangat Dekat (<200m)
10173603863_10173603859_STOP576,1,6.5,6.5,6.5,Seberang SMAN 20 Bandung,,tertiary_link,-6.904579200000003,107.6225204,Sangat Dekat (<200m)
10173603863_5369368116_STOP576,1,6.5,6.5,6.5,Seberang SMAN 20 Bandung,Jalan Citarum,tertiary,-6.904579200000003,107.6225204,Sangat Dekat (<200m)
10173603868_1666747518_STOP576,1,45.6,45.6,45.6,Seberang SMAN 20 Bandung,,tertiary_link,-6.904984700000007,107.6224969,Sangat Dekat (<200m)
10173603868_5369369333_STOP576,1,45.6,45.6,45.6,Seberang SMAN 20 Bandung,Jalan Ciliwung,tertiary,-6.904984700000007,107.6224969,Sangat Dekat (<200m)
10173705729_7211115101_STOP669,1,164.3,164.3,164.3,Gedung Sate,Jalan Cilamaya,tertiary,-6.902895199999992,107.6170172,Sangat Dekat (<200m)
10173705732_6445381505_STOP575,3,37.1,10.0,59.0,Tugu PKK Citarum,Jalan Citarum,tertiary,-6.901689926904477,107.62489276918286,Sangat Dekat (<200m)
10173705736_10173705732_STOP575,1,105.9,105.9,105.9,Tugu PKK Citarum,,primary_link,-6.901103300000004,107.6255521,Sangat Dekat (<200m)
10173705736_5832181364_STOP575,1,105.9,105.9,105.9,Tugu PKK Citarum,Jalan Diponegoro,primary,-6.901103300000004,107.6255521,Sangat Dekat (<200m)
10173705737_2519917288_STOP575,1,87.8,87.8,87.8,Tugu PKK Citarum,Jalan Diponegoro,primary,-6.901108300000007,107.625296,Sangat Dekat (<200m)
10173705737_5293786192_STOP575,1,87.8,87.8,87.8,Tugu PKK Citarum,Jalan Citarum,tertiary,-6.901108300000007,107.625296,Sangat Dekat (<200m)
10173744438_11564259401_STOP556,1,61.3,61.3,61.3,Stadion Siliwangi,Jalan Bangka,tertiary,-6.911734500000001,107.6184125,Sangat Dekat (<200m)
10173744438_1849525812_STOP506,4,128.975,117.8,149.7,Kantor Kecamatan Sumurbandung,Jalan Bangka,tertiary,-6.913264598651189,107.61877276982514,Sangat Dekat (<200m)
10173744438_1849525812_STOP556,1,61.3,61.3,61.3,Stadion Siliwangi,Jalan Bangka,tertiary,-6.911734500000001,107.6184125,Sangat Dekat (<200m)
10173744438_1849525812_STOP661,1,100.9,100.9,100.9,Simpang Bangka - Belitung,Jalan Bangka,tertiary,-6.912163648023819,107.61855390197294,Sangat Dekat (<200m)
10173744438_1849525812_STOP697,2,95.85,76.5,115.2,Simpang Menado - Gudang Utara,Jalan Bangka,tertiary,-6.9146164436434745,107.6188372816687,Sangat Dekat (<200m)
10173744441_10173744438_STOP556,1,43.9,43.9,43.9,Stadion Siliwangi,,tertiary_link,-6.911560800000003,107.6186071,Sangat Dekat (<200m)
10173744441_11564259401_STOP556,1,43.9,43.9,43.9,Stadion Siliwangi,Jalan Belitung,tertiary,-6.911560800000003,107.6186071,Sangat Dekat (<200m)
10173744441_1849525986_STOP556,1,43.9,43.9,43.9,Stadion Siliwangi,Jalan Belitung,tertiary,-6.911560800000003,107.6186071,Sangat Dekat (<200m)
10173744441_1849525986_STOP661,2,25.65,19.6,31.7,Simpang Bangka - Belitung,Jalan Belitung,tertiary,-6.911723319726368,107.61926551616,Sangat Dekat (<200m)
10173744441_1849525986_STOP696,1,47.6,47.6,47.6,Simpang Menado - Belitung,Jalan Belitung,tertiary,-6.9118858039955615,107.61992394095896,Sangat Dekat (<200m)
10173744442_12809507139_STOP562,1,155.7,155.7,155.7,TK Taruna Bakti,Jalan Lombok,tertiary,-6.907232499999996,107.6199255,Sangat Dekat (<200m)
10173744442_3278058148_STOP562,1,155.7,155.7,155.7,TK Taruna Bakti,Jalan Ambon,tertiary,-6.907232499999996,107.6199255,Sangat Dekat (<200m)
10173744442_7211100688_STOP562,1,155.7,155.7,155.7,TK Taruna Bakti,Jalan Lombok,tertiary,-6.907232499999996,107.6199255,Sangat Dekat (<200m)
10173744442_7211100688_STOP567,4,94.9,63.3,131.6,De Pavilijoen,Jalan Lombok,tertiary,-6.906658433373221,107.62085017927342,Sangat Dekat (<200m)
10173744443_6639564151_STOP509,2,98.0,82.2,113.8,Seberang Pengadilan Negeri Bandung,Jalan Citarum,tertiary,-6.905557946904271,107.62153498637106,Sangat Dekat (<200m)
10173744448_10173744443_STOP567,1,100.8,100.8,100.8,De Pavilijoen,,tertiary_link,-6.905284600000005,107.6213553,Sangat Dekat (<200m)
10173744448_1666747506_STOP567,1,100.8,100.8,100.8,De Pavilijoen,Jalan Citarum,tertiary,-6.905284600000005,107.6213553,Sangat Dekat (<200m)
10173744449_6445776985_STOP667,3,139.73333333333335,128.8,156.3,Simpang Cilaki - Cimanuk,Jalan Cisanggarung,tertiary,-6.904002146120842,107.62070330449262,Sangat Dekat (<200m)
10173744453_10173744449_STOP667,1,145.5,145.5,145.5,Simpang Cilaki - Cimanuk,,tertiary_link,-6.904248499999997,107.6211038,Sangat Dekat (<200m)
10173744453_3269364722_STOP667,1,145.5,145.5,145.5,Simpang Cilaki - Cimanuk,Jalan Cisanggarung,tertiary,-6.904248499999997,107.6211038,Sangat Dekat (<200m)
10173744458_6445776991_STOP668,1,249.6,249.6,249.6,Museum Pos Indonesia,Jalan Hayam Wuruk,tertiary,-6.903761100000003,107.6186813,Dekat (200-400m)
10173744458_6445776991_STOP805,1,261.8,261.8,261.8,BPK Penabur Banda,Jalan Hayam Wuruk,tertiary,-6.903780450031514,107.618229586388,Dekat (200-400m)
10173744459_10173744458_STOP668,1,242.7,242.7,242.7,Museum Pos Indonesia,,tertiary_link,-6.903683700000004,107.6186787,Dekat (200-400m)
10173744459_11771489566_STOP668,2,229.45,216.2,242.7,Museum Pos Indonesia,Jalan Hayam Wuruk,tertiary,-6.9036779042380285,107.61890468967698,Dekat (200-400m)
10176052060_1107494497_STOP460,3,251.29999999999998,233.0,272.4,Simpang Buah Batu Soekarno Hatta 1,Jalan Guntursari Wetan,tertiary,-6.945269756885691,107.63445740937993,Dekat (200-400m)
10176052060_1107494497_STOP469,2,38.949999999999996,13.8,64.1,Seberang Jalan Guntursari Wetan,Jalan Guntursari Wetan,tertiary,-6.946690313143876,107.63241723670707,Sangat Dekat (<200m)
10176052060_1107494497_STOP712,3,160.1,112.0,208.6,Jalan Guntursari Wetan,Jalan Guntursari Wetan,tertiary,-6.946037288687951,107.63333936186218,Sangat Dekat (<200m)
10176052060_2614138805_STOP229,1,113.4,113.4,113.4,Taman Buah Batu,Jalan Buah Batu,primary,-6.947768022777,107.63320875319124,Sangat Dekat (<200m)
10176052060_2614138805_STOP469,3,57.03333333333334,13.8,103.4,Seberang Jalan Guntursari Wetan,Jalan Buah Batu,primary,-6.947137066181116,107.63256142103859,Sangat Dekat (<200m)
10177320000_1870759840_STOP489,1,244.3,244.3,244.3,SDN Sukaraja,Jalan Cibogo,secondary,-6.891065200000003,107.5764991,Dekat (200-400m)
10177320000_5639376031_STOP489,2,244.5,244.3,244.7,SDN Sukaraja,Jalan Cibogo,secondary,-6.89085843959281,107.57656817738459,Dekat (200-400m)
1017853007_1013431926_STOP318,3,56.300000000000004,9.1,105.0,Grand Yogya Kepatihan,Jalan Dewi Sartika,secondary,-6.9243385467094045,107.60621165296841,Sangat Dekat (<200m)
1017853007_1013431926_STOP471,2,81.0,72.6,89.4,SMP Negeri 43 Bandung,Jalan Dewi Sartika,secondary,-6.925461847800687,107.60609727990743,Sangat Dekat (<200m)
1017853007_6443246208_STOP471,3,41.06666666666666,22.5,72.6,SMP Negeri 43 Bandung,Jalan Kautamaan Istri,tertiary,-6.925754026047777,107.60652328857127,Sangat Dekat (<200m)
10184462928_10176052060_STOP650,2,51.25,27.1,75.4,Seberang Jalan Kayuagung II,Jalan Buah Batu,primary,-6.9455474940042645,107.63099586737064,Sangat Dekat (<200m)
10184462928_10176052060_STOP711,2,26.150000000000002,13.6,38.7,Jalan Kayuagung II,Jalan Buah Batu,primary,-6.944892818879257,107.6303725188103,Sangat Dekat (<200m)
10184462928_10176052060_STOP712,3,43.1,23.3,78.0,Jalan Guntursari Wetan,Jalan Buah Batu,primary,-6.946361160274097,107.63177992713628,Sangat Dekat (<200m)
10184462928_14053088734_STOP711,1,38.7,38.7,38.7,Jalan Kayuagung II,,primary_link,-6.944729800000003,107.63021600000002,Sangat Dekat (<200m)
10184467579_6715130346_STOP138,4,142.35,85.7,205.7,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.9377284918944095,107.62349236238957,Sangat Dekat (<200m)
10184467579_6715130346_STOP466,5,129.5,30.1,229.6,Seberang Selontongan,Jalan Buah Batu,primary,-6.93919519287535,107.62490142565703,Sangat Dekat (<200m)
10184467588_10184467593_STOP138,3,152.53333333333333,109.3,197.1,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.937872909684359,107.62357130791281,Sangat Dekat (<200m)
10184467588_10184467593_STOP466,1,236.9,236.9,236.9,Seberang Selontongan,Jalan Buah Batu,primary,-6.93852600000001,107.6241963,Dekat (200-400m)
10184467588_6436250308_STOP466,12,298.425,219.0,398.6,Seberang Selontongan,Jalan Mutumanikam,tertiary,-6.940789290338825,107.62341943751214,Dekat (200-400m)
10184467593_11181449012_STOP138,1,81.2,81.2,81.2,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.937258600000008,107.62299,Sangat Dekat (<200m)
10184467593_11181449018_STOP138,1,81.2,81.2,81.2,Simpang Buah Batu BKR,,primary_link,-6.937258600000008,107.62299,Sangat Dekat (<200m)
10186688804_5348638990_STOP108,2,138.39999999999998,117.6,159.2,Puskesmas Kopo,Jalan Soekarno-Hatta,trunk,-6.945303342539499,107.58858530586048,Sangat Dekat (<200m)
10186688804_5348638990_STOP384,5,125.38,32.2,222.5,Simpang Caringin,Jalan Soekarno-Hatta,trunk,-6.944088836422341,107.58591437642113,Sangat Dekat (<200m)
10186688804_5348638990_STOP396,3,215.76666666666665,189.3,245.0,Barat Simpang Kopo Caringin,Jalan Soekarno-Hatta,trunk,-6.944877986719358,107.58753808212924,Dekat (200-400m)
10186688809_10186688804_STOP108,1,135.7,135.7,135.7,Puskesmas Kopo,,trunk_link,-6.945181099999996,107.5888658,Sangat Dekat (<200m)
10186688809_5355866271_STOP108,2,122.05,108.4,135.7,Puskesmas Kopo,Jalan Soekarno-Hatta,trunk,-6.945268078198206,107.58907433765366,Sangat Dekat (<200m)
10187187001_3272299574_STOP120,2,45.5,23.0,68.0,Pasirluyu Selatan/Sukaati,Jalan Soekarno-Hatta,trunk,-6.94917813636471,107.6217445558253,Sangat Dekat (<200m)
10187187001_3272299574_STOP122,3,41.833333333333336,18.5,55.0,STIE Inaba,Jalan Soekarno-Hatta,trunk,-6.949269529484051,107.62287121631074,Sangat Dekat (<200m)
10187187001_3272299574_STOP320,3,44.9,16.8,84.1,LPKIA B,Jalan Soekarno-Hatta,trunk,-6.949440882387974,107.62512504590673,Sangat Dekat (<200m)
10187187001_3272299574_STOP335,2,37.55,18.8,56.3,LPKIA A,Jalan Soekarno-Hatta,trunk,-6.949371444966977,107.62399698925412,Sangat Dekat (<200m)
10198287484_3269381708_STOP665,1,84.1,84.1,84.1,Simpang Brantas Cihapit 1,,tertiary_link,-6.905904699999994,107.6241765,Sangat Dekat (<200m)
10198287484_7715326215_STOP665,1,84.1,84.1,84.1,Simpang Brantas Cihapit 1,Jalan Ciliwung,tertiary,-6.905904699999994,107.6241765,Sangat Dekat (<200m)
10198287485_7715326213_STOP172,1,134.6,134.6,134.6,Pet Park,Jalan Ciliwung,tertiary,-6.905782012670445,107.6256759196052,Sangat Dekat (<200m)
10198287485_7715326213_STOP665,1,137.4,137.4,137.4,Simpang Brantas Cihapit 1,Jalan Ciliwung,tertiary,-6.905891599999996,107.625238,Sangat Dekat (<200m)
10198287489_10198287485_STOP665,1,123.3,123.3,123.3,Simpang Brantas Cihapit 1,,tertiary_link,-6.905807499999997,107.6249819,Sangat Dekat (<200m)
10239511223_10184467579_STOP138,1,76.8,76.8,76.8,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.936965099999998,107.6227837,Sangat Dekat (<200m)
10239511223_11181449012_STOP138,1,76.8,76.8,76.8,Simpang Buah Batu BKR,Jalan Pelajar Pejuang 45,primary,-6.936965099999998,107.6227837,Sangat Dekat (<200m)
10239511223_11222647213_STOP138,1,76.8,76.8,76.8,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.936965099999998,107.6227837,Sangat Dekat (<200m)
10261582621_1857160520_STOP162,3,51.29999999999999,5.8,99.1,Masjid Baiturrahman,Jalan Dipatiukur,secondary,-6.886207786660961,107.6148296635212,Sangat Dekat (<200m)
10261582621_1857160520_STOP265,1,80.4,80.4,80.4,UNIKOM Pascasarjana,Jalan Dipatiukur,secondary,-6.885449314186871,107.61439037468782,Sangat Dekat (<200m)
10261582621_1857160520_STOP268,3,38.96666666666666,15.8,65.8,Seberang UNIKOM,Jalan Dipatiukur,secondary,-6.8874939432397815,107.61525734553082,Sangat Dekat (<200m)
10261582621_1857160520_STOP600,6,79.38333333333334,11.3,161.1,Seberang ITHB,Jalan Dipatiukur,secondary,-6.88935901333813,107.61604677426878,Sangat Dekat (<200m)
10261582621_5465992888_STOP600,1,161.1,161.1,161.1,Seberang ITHB,Jalan Dipatiukur,secondary,-6.890324799999995,107.6166228,Sangat Dekat (<200m)
10288977250_10825681738_STOP597,1,203.9,203.9,203.9,Gang Maleer Timur III,Jalan Jenderal Gatot Subroto,primary,-6.931225514332698,107.64169123215184,Dekat (200-400m)
10288977250_10825681738_STOP831,1,168.3,168.3,168.3,Binong,Jalan Jenderal Gatot Subroto,primary,-6.9313797999999975,107.6421162,Sangat Dekat (<200m)
10288977250_3376282078_STOP831,3,138.26666666666668,112.0,168.3,Binong,Jalan Jenderal Gatot Subroto,primary,-6.931532825689078,107.64254112658121,Sangat Dekat (<200m)
10596741969_10596741983_STOP388,1,503.5,503.5,503.5,Pasar Sinpasa,,secondary_link,-6.950309899999999,107.69370630000002,Sedang (400-800m)
10596741969_7290653024_STOP388,3,462.26666666666665,418.4,503.5,Pasar Sinpasa,Bulevar Utama,secondary,-6.950685045109164,107.69394270583162,Sedang (400-800m)
10596741981_10596847102_STOP388,1,205.0,205.0,205.0,Pasar Sinpasa,Bulevar Teknopolis,tertiary,-6.953487499999992,107.6991954,Dekat (200-400m)
10596741981_11270910340_STOP261,5,108.97999999999999,76.8,163.4,Shuttle Summarecon Mall Bandung,Jalan Sentra Raya Selatan,tertiary,-6.954562184190839,107.69670506590369,Sangat Dekat (<200m)
10596741981_11270910340_STOP388,4,188.575,178.4,205.0,Pasar Sinpasa,Jalan Sentra Raya Selatan,tertiary,-6.953751676608309,107.69857095642406,Sangat Dekat (<200m)
10596741983_10596741969_STOP388,1,514.9,514.9,514.9,Pasar Sinpasa,,secondary_link,-6.950343600000002,107.6935752,Sedang (400-800m)
10596741983_11513213941_STOP388,5,570.5600000000001,514.9,626.7,Pasar Sinpasa,Bulevar Utama,secondary,-6.949444490598035,107.69355714670539,Sedang (400-800m)
10596741996_10596742004_STOP285,3,194.0666666666667,167.0,224.1,Summarecon Mall Bandung,Bulevar Raya,tertiary,-6.955932656804348,107.70083807527529,Sangat Dekat (<200m)
10596741996_10596742004_STOP386,2,182.89999999999998,166.7,199.1,Sekolah Al-Azhar Summarecon,Bulevar Raya,tertiary,-6.959048895665301,107.7021698786765,Sangat Dekat (<200m)
10596741996_10596742004_STOP820,5,197.92000000000002,185.0,217.0,Flora,Bulevar Raya,tertiary,-6.9575951801722695,107.70154713558911,Sangat Dekat (<200m)
